fragment,mentions
causal intent,1
current wattage/standby-state retrieval,1
sum loads,1
monday grouping,1
ramp detection,1
zone ranking,1
incident planning,1
causal matched-pair/regression analysis,1
resolve server-room entity,1
dr planning intent,1
rank shed candidates by risk/value,1
general m&v/ipmvp knowledge,1
m&v intent,1
identify measures/meters/zones,1
build counterfactual model,1
calculate savings/confidence,1
compute coverage/sufficiency,1
resolve 'here'/friday,1
retrofit measures/cost-performance library,1
define net-zero scope/target,1
retrofit/action library,1
set 2030 target/scope,1
retrofit cost/performance library,1
asset audit/condition data,1
define criteria,1
roster/availability lookup,1
contractor induction/rams/permit-to-work documents (new files in input,1
walkway/egress annotations,1
compliance synthesis,1
lone-worker alarm/check-in registry,1
list monitored hazards,1
postgres write,1
h&s hazard/risk register,1
compliance/safety intent,1
asbestos/hazard register retrieval,1
status/list by location,1
"flushing, temperature and sampling records",1
log/sampling retrieval,1
general ppe knowledge,1
plant-room lookup,1
compile required ppe,1
compute age,1
retrieve recent readings,1
general workplace safety knowledge,1
compare breaches,1
general server-room overheating thresholds,1
compliance query,1
retrieve asset register,1
retrieve [new] test logs,1
flag propped-open exits,1
status/sequence validation,1
health/status retrieval,1
criticality filter,1
conversation/user context for floor,1
contact retrieval,1
compute held-open,1
co reading retrieval,1
general legionella control thresholds,1
resolve dhw system/point,1
dhw temperature retrieval,1
compare to legionella thresholds,1
night-cleaning rota/areas (inputs yaml,1
lone-worker alarm coverage config/interface,1
night-cleaning rota and route file,1
alarm coverage retrieval,1
cleaning rota retrieval,1
evacuation route and compartmentation metadata,1
hazard and egress data retrieval,1
riser/compartmentation metadata,1
lone-worker monitoring/duress alarm feed,1
assemble alarm workflow,1
drill event retrieval,1
outdoor aq api,1
map zone to ahu/intake,1
indoor co2 retrieval,1
electrical topology/isolation controls,1
lockout/contact procedures,1
locate incident,1
incident ticket,1
building config/reception hours,1
after-hours rule check,1
access-control/door-lock feed as new data sourc,1
assistance profile + first-aider roster retrieval,1
contractor permit-to-work and supervisor check-log store,1
permit and check-log lookup,1
monitoring-control summary,1
avoid blocked main exit,1
compute alternative route,1
visual map/text,1
resolve atrium location,1
aed location lookup,1
procedure synthesis,1
compare with limits,1
decide mitigation,1
test record retrieval,1
hr/training certification records feed,1
training record retrieval,1
expiry calculation,1
risk assessment/audit documents in inputs/,1
general llm legal/concept knowledge,1
h&s obligation register,1
training/certification records,1
risk assessment/audit files,1
records and audit-doc ingestion,1
compliance rule evaluation,1
incident/near-miss/hazard history,1
compliance rules,1
general llm h&s knowledge,1
incident logs,1
safety-reduction intent,1
statutory rule lookup,1
historical safety log retrieval,1
access/visitor/hr feed retrieval,1
closure evidence capture,1
evacuation model run,1
intervention/control plan,1
local safety-code/checklist rules (inputs/ file + kb,1
h&s risk assessments and historical incidents,1
safety-code rules file,1
asset/risk/rules ingestion,1
"retrieve reports, sensors and [new] h&s feeds",1
warden sweep observations,1
mass-notification/emergency communications api,1
assess threat type/location,1
plan lockdown/evacuation/shelter actions,1
general regulatory knowledge,1
staff shifts/roles/location records,1
staff exposure context retrieval,1
control/compliance synthesis,1
filter completed drills,1
sort/select latest date,1
compliance summary,1
general llm accessibility/emergency guidance,1
standards/context selection,1
accessibility/egress data retrieval,1
live status fusion,1
compliance checking,1
compare with exposure limits,1
compute ratios/flags,1
detector status retrieval,1
online/heartbeat status retrieval,1
unit/threshold formatting,1
general compliance knowledge,1
general mould/condensation risk thresholds,1
risk status,1
fan/status and pressure retrieval,1
emergency planning intent,1
lockdown/access status retrieval,1
emergency messaging feed,1
emergency assistance intent,1
"alarm, peep and refuge lookup",1
evacuation confirmation intent,1
clearance reconciliation,1
sds/spill feed retrieval,1
hvac/access isolation planning,1
pa/signage/evacuation control integration (new control integration,1
alarm intent,1
priority ranking,1
mass notification/pa integration (new control integration,1
roster/access/visitor retrieval,1
route-risk scoring,1
capability/notification lookup,1
roster query,1
create incident,1
apply co2 guidance,1
resolve 'this stairwell',1
parse out-of-hours condition,1
notification matrix/roster query,1
identify lift context,1
extract rescue steps/contacts,1
hazard event retrieval,1
compute elapsed times,1
compare sla,1
checklist/sign-off retrieval,1
evacuation/egress model data incl. route capacities and stair/door wid,1
build egress graph,1
historical incident/near-miss log feed,1
floor-surface/hazard metadata,1
live control status,1
access-control/turnstile feed,1
signage/pa endpoint registry,1
incident/near-miss logs,1
placement-rule file in inputs/,1
evacuation drill/timing logs,1
emergency drill/incident response-time logs,1
alarm/event logs,1
general compliance guidance,1
legionella rules file,1
load incident taxonomy,1
classify reportable incidents,1
fra and action-log retrieval,1
permit-to-work records,1
ppe observation feed,1
rule/log/ppe retrieval,1
indoor positioning or user app location feed,1
get user location,1
route/direction formatting,1
visitor-management records,1
evacuation muster api,1
capability/kb lookup,1
visitor/access retrieval,1
safety rule checks,1
capability/contact lookup,1
obstruction-detection feed,1
visual route map,1
staff role/shift/location exposure data source,1
staff role/shift/location data,1
ask/resolve role if needed,1
derive required modules,1
exceptions,1
visitor/contractor roster,1
access/visitor ingestion,1
emergency action playbook,1
identify hall,1
retrieve safe limit/playbook,1
safety-procedure intent,1
isolation asset lookup,1
incident/access feed retrieval if active,1
assembly-point roll-call records,1
evacuation/accountability intent,1
floor/zone mapping,1
roll-call reconciliation,1
coverage/compliance model,1
typo normalisation,1
evacuation-zone lookup,1
h&s obligations register,1
digital sign-off/evidence records,1
capability/compliance intent,1
safety summary/limits,1
hybrid safety intent,1
retrieve safe-working threshold guidance,1
visitor sign-in/log system,1
zone volume/design ventilation metadata,1
ach/airflow retrieval,1
compute required ventilation,1
building topology,1
access-control event logs,1
general/workplace upper-temperature guidance,1
muster/check-in feed,1
assembly-point/warden confirmat,1
identity reconciliation,1
drill event log,1
warden clear confirmations,1
access-control logs if identity-level validation is required,1
muster/check-in records,1
warden zone-clear confirmati,1
cross-source reconciliation,1
hr/lms training and certification records,1
hr/lms record ingestion,1
evacuation assumptions/standards file placed in inputs/ folder,1
drill-clearance logs,1
mobility-assistance and visitor profile records,1
evacuation modelling assumptions/standards file in i,1
evacuation modelling,1
hotspot + risk analysis,1
risk scoring/ranking,1
coverage optimisation,1
safe-limit threshold selection,1
reader-door mapping ttl (inputs/ file,1
access-log intent,1
map readers to zones,1
infer current in-building list,1
privacy-filtered response,1
general h&s heat guidance,1
access-control/lock feed,1
door/egress sensors,1
resolve lockdown context,1
general emergency-management guidance,1
responder dispatch/arrival api,1
retrieve historical reports/logs,1
event/arrival/muster ingestion,1
align timelines,1
visitor-management system,1
emergency-mode confirmation,1
reconcile safe/missing/unknown,1
egress scenario files in inputs/,1
retrieve current reports,1
retrieve historical h&s logs and denominators,1
normalize rates,1
retrieve live status and self-test logs,1
co detector/panel feed retrieval,1
role/task filtering,1
emergency-system asset register,1
compute days since last check,1
compare interval,1
risk interpretation,1
alarm coverage/status lookup,1
compare coverage vs shifts/zones,1
muster register,1
fuse by floor/zone,1
clearance status/dashboard,1
retrieve drill start and floor-clear events,1
access-control/lockdown status feed,1
egress-door/obstruction feed,1
emergency plan,1
access/signage/pa state,1
compliance rule checks,1
historical h&s incident/audit logs,1
ppe detection feed,1
access-control/permit logs,1
general llm first-aid guidance,1
first-aider certification roster,1
hr/training/rota ingestion,1
gap detection,1
general llm h&s temperature guidance,1
apply safety guidance,1
co detector/alarm ingestion,1
general server-room overheating guidance,1
live feed ingestion if not streaming,1
general safe-limit guidance,1
latest/average retrieval,1
resolve 'here'/ask location,1
current co2/temp/humidity retrieval,1
emergency call/sos reports,1
responder contact roster,1
incident/location feed retrieval,1
multi-source location fusion,1
resolve this stairwell,1
fixture/circuit retrieval,1
warden floor-clear reports,1
retrieve drill event,1
compute clearance duration,1
on-call rota,1
routing and roster lookup,1
apply night/after-hours filter,1
statutory test-interval rule set,1
due-date calculation,1
overdue flagging,1
rule retrieval,1
checklist synthesis,1
