canonical_key,occurrences,kept_question,dropped_question,dropped_username,dropped_qnum
what is the temperature in the server room,2,What is the temperature in the server room?,what is the temperature in the server room?,P08,
how many people are in this room,2,How many people are in this room?,how many people are in this room?,P08,
how many people are currently inside the building,2,How many people are currently inside the building?,How many people are currently inside the building,P04,
are there any lights on,2,Are there any lights on?,Are there any lights on?,P04,
who owns the building,2,Who owns the building?,Who owns the building?,P05,
"how is energy split between heating, cooling and equipment",2,"how is energy split between heating, cooling and equipment?","how is energy split between heating, cooling and equipment?",P95,
whats the carbon cost of running the lifts,2,whats the carbon cost of running the lifts?,whats the carbon cost of running the lifts,P95,
what renewable options could the building adopt,2,what renewable options could the building adopt?,what renewable options could the building adopt,P95,
"during the winter peak, where is the building losing the most heat",2,"during the winter peak, where is the building losing the most heat?","during the winter peak, where is the building losing the most heat?",P95,
what is the biggest source of emissions for this building,2,what is the biggest source of emissions for this building?,what is the biggest source of emissions for this building?,P66,
what does a typical day of energy use look like here,2,what does a typical day of energy use look like here?,what does a typical day of energy use look like here?,P66,
how much energy does the hvac system use overall,2,how much energy does the hvac system use overall?,how much energy does the hvac system use overall?,P66,
"in this kitchen area, how much vampire power do appliaces draw after hours",2,"in this kitchen area, how much vampire power do appliaces draw after hours?","in this kitchen area, how much vampire power do appliaces draw after hours?",P66,
can the buidling quantify the carbon saved by daylight harvesting,2,can the buidling quantify the carbon saved by daylight harvesting?,can the buidling quantify the carbon saved by daylight harvesting,P66,
are there any energy savings from daylight in the building,2,are there any energy savings from daylight in the building,are there any energy savings from daylight in the building?,P02,
is there a dashboard for sustainability metrics,2,is there a dashboard for sustainability metrics?,is there a dashboard for sustainability metrics?,P02,
how does todays meterd demand profile compare with the typical curve,2,how does todays meterd demand profile compare with the typical curve?,how does todays meterd demand profile compare with the typical curve?,P02,
"during a heatwave, how much extra energy does cooling this floor use",2,"during a heatwave, how much extra energy does cooling this floor use","during a heatwave, how much extra energy does cooling this floor use?",P02,
"on a rainy week, how does reduced daylight change lightng energy here",2,"on a rainy week, how does reduced daylight change lightng energy here?","on a rainy week, how does reduced daylight change lightng energy here?",P02,
how do we report scope 1 and scope 2 emisions from building data,2,how do we report scope 1 and scope 2 emisions from building data,how do we report Scope 1 and Scope 2 emisions from building data?,P02,
are there any green roofs or living walls here,2,are there any green roofs or living walls here?,are there any green roofs or living walls here?,P61,
how much of the metered demand is covered by solar at midday,2,how much of the metered demand is covered by solar at midday?,how much of the metered demand is covered by solar at midday?,P61,
how much does the lux level near the windows let us dim the lights to save energy,2,how much does the lux level near the windows let us dim the lights to save energy?,how much does the lux level near the windows let us dim the lights to save energy?,P61,
"when co2 rises in this room, can ventilation respond without spiking energy",2,"when co2 rises in this room, can ventilation respond without spiking energy?","when co2 rises in this room, can ventilation respond without spiking energy?",P61,
can the buidling flag the equipment with the worst efficiency for replacement,2,can the buidling flag the equipment with the worst efficiency for replacement?,can the buidling flag the equipment with the worst efficiency for replacement?,P61,
how do we set science-based targets from the building's emissions data,2,how do we set science-based targets from the building's emissions data?,how do we set science-based targets from the building's emissions data?,P61,
"to reach net zero by 2030, what does the building need to change first",2,"to reach net zero by 2030, what does the building need to change first","to reach net zero by 2030, what does the building need to change first?",P61,
how can we shift load away from peak carbon-intensity houurs,2,how can we shift load away from peak carbon-intensity houurs?,how can we shift load away from peak carbon-intensity houurs?,P61,
are there any enery savings from daylight in the building,2,are there any enery savings from daylight in the building?,are there any enery savings from daylight in the building?,P60,
how is the buildings overall enery use tracked,2,how is the buildings overall enery use tracked?,how is the buildings overall enery use tracked,P60,
what sustainability certifications does the building hold,2,what sustainability certifications does the building hold,what sustainability certifications does the building hold?,P60,
what does a typical day of enery use look like here,2,what does a typical day of enery use look like here?,what does a typical day of enery use look like here?,P60,
are the ahu fans running at higher kw than the airflow needs,2,are the ahu fans running at higher kw than the airflow needs,are the AHU fans running at higher kW than the airflow needs?,P60,
is the night-time base load higher than the meterd baseline,2,is the night-time base load higher than the meterd baseline?,is the night-time base load higher than the meterd baseline?,P60,
what does the building's reactive power reading suggest about motor efficiency,2,what does the building's reactive power reading suggest about motor efficiency?,what does the building's reactive power reading suggest about motor efficiency?,P60,
"if a chiller fails on a hot day, how do we keep enery use under control",2,"if a chiller fails on a hot day, how do we keep enery use under control?","if a chiller fails on a hot day, how do we keep enery use under control?",P60,
how does the building warn people in an emergency,2,how does the building warn people in an emergency?,how does the building warn people in an emergency?,P72,
are emergancy procedures clearly displayed,2,are emergancy procedures clearly displayed,are emergancy procedures clearly displayed?,P63,
what should i do if the fire alarm goes off,2,what should I do if the fire alarm goes off?,what should I do if the fire alarm goes off,P63,
how current is the last sensor check on the emergancy systems,2,how current is the last sensor check on the emergancy systems?,how current is the last sensor check on the emergancy systems?,P63,
are first aiders available on every floor,2,are first aiders available on every floor?,are first aiders available on every floor?,P94,
what is the buildings maximum safe occupancy,2,what is the buildings maximum safe occupancy,what is the buildings maximum safe occupancy?,P94,
how many people are currently in the buidling,2,how many people are currently in the buidling?,how many people are currently in the buidling?,P94,
"if occupany exceeds the safe limit in this hall, what should happen",2,"if occupany exceeds the safe limit in this hall, what should happen?","if occupany exceeds the safe limit in this hall, what should happen",P94,
"if water is found leaking near electrics, how is the hazard contained",2,"if water is found leaking near electrics, how is the hazard contained?","if water is found leaking near electrics, how is the hazard contained",P94,
can the buidling alert us before occupancy breaches the fire limit,2,can the buidling alert us before occupancy breaches the fire limit?,can the buidling alert us before occupancy breaches the fire limit?,P94,
is the air quality in here safe to breathe,2,is the air quality in here safe to breathe?,is the air quality in here safe to breathe?,P65,
are the emergency lights working across the building,2,are the emergency lights working across the building?,are the emergency lights working across the building?,P65,
what does the temprature sensor show in the server room for overheating risk,2,what does the temprature sensor show in the server room for overheating risk?,what does the temprature sensor show in the server room for overheating risk?,P65,
how can we keep occupany within safe limits automatically,2,how can we keep occupany within safe limits automatically?,how can we keep occupany within safe limits automatically,P65,
what safety checks happen before the building opens each day,2,what safety checks happen before the building opens each day?,what safety checks happen before the building opens each day?,P03,
is the air change rate enough for the current occupancy reading,2,is the air change rate enough for the current occupancy reading,is the air change rate enough for the current occupancy reading?,P03,
can the buidling model how long a full evacuation would take,2,can the buidling model how long a full evacuation would take,can the buidling model how long a full evacuation would take?,P03,
is the air change rate enough for the current occupany reading,2,is the air change rate enough for the current occupany reading?,is the air change rate enough for the current occupany reading?,P62,
how can we cut the building's evacuation time to under the target,2,how can we cut the building's evacuation time to under the target?,how can we cut the building's evacuation time to under the target?,P62,
how do i report a safety hazard in the building,2,how do i report a safety hazard in the building?,how do I report a safety hazard in the building?,P59,
how current is the last sensor check on the emergency systems,2,how current is the last sensor check on the emergency systems?,how current is the last sensor check on the emergency systems?,P59,
what is the carbno monoxide reading near the boiler room,2,what is the carbno monoxide reading near the boiler room,what is the carbno monoxide reading near the boiler room,P59,
"if occupancy exceeds the safe limit in this hall, what should happen",2,"if occupancy exceeds the safe limit in this hall, what should happen?","if occupancy exceeds the safe limit in this hall, what should happen?",P59,
can the system shedule and verify all statutory safety inspections,2,can the system shedule and verify all statutory safety inspections?,can the system shedule and verify all statutory safety inspections?,P59,
