qid,key,username,roles,qnum,stage,timestamp,question,cognitive_operation,reasoning_load,answer_determinacy,uncertainty,ambiguity,level,level_name,why,latent_level,latent_level_name,latent_why,answer_basis,architecture,parameters,pipeline_stages,data_sources,answerability,provider,model,classified_at
q841de818c50e,P28|27|q841de818c50e,P28,IT/Data Scientists,27,2,09/04/2026 16:22,what is frequency,recall,trivial,single-fact,none,clear,1,Factual Recall,"Asks for a basic definition; single-fact, clear, no uncertainty.",1,Factual Recall,One LLM call can define the term; no building data needed.,general-knowledge,LLM (general knowledge),entities: frequency; time range: n/a; thresholds: n/a; units: Hz; aggregation: n/a; filters: n/a,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:18
q85764d6d3d8a,P28|28|q85764d6d3d8a,P28,IT/Data Scientists,28,2,09/04/2026 16:21,what is NO2 used for and it produces acid?,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Needs chemical explanation of NO2 uses and acid formation; derived answer with moderate ambiguity.,1,Factual Recall,General chemistry explanation from one LLM call; no building telemetry needed.,general-knowledge,LLM (general knowledge),"entities: nitrogen dioxide, acid formation; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: general chemistry",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:18
qa5e12a72c379,P28|29|qa5e12a72c379,P28,IT/Data Scientists,29,2,09/04/2026 16:20,what can sound pollution harms,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Asks effects of noise pollution; derived health/environment impacts, moderately ambiguous wording.",1,Factual Recall,General health/environment explanation from one LLM call; no building data needed.,general-knowledge,LLM (general knowledge),"entities: sound pollution, noise harms; time range: n/a; thresholds: n/a; units: dB if explaining examples; aggregation: n/a; filters: general impacts",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:18
q018c10db3d2d,P28|30|q018c10db3d2d,P28,IT/Data Scientists,30,2,09/04/2026 16:20,what happens if temperature gets too high than usual for a random,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,"Asks consequences of unusually high temperature; derived effects, target is somewhat unclear.",1,Factual Recall,General explanation can be produced by the LLM alone; no site readings required.,general-knowledge,LLM (general knowledge),"entities: unusually high temperature, human/equipment comfort; time range: n/a; thresholds: generic comfort/safety ranges; units: °C/°F; aggregation: n/a; filters: general effects",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:18
q4abf6536b40f,P28|31|q4abf6536b40f,P28,IT/Data Scientists,31,2,09/04/2026 16:20,how power generates heat,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks mechanism linking power to heat; derived physics explanation rather than a single fact.,1,Factual Recall,Basic physics explanation from one LLM call; no building systems data needed.,general-knowledge,LLM (general knowledge),"entities: power, heat generation, Joule heating; time range: n/a; thresholds: n/a; units: W, J, Ω; aggregation: n/a; filters: general physics",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:18
q9463eab36f75,P28|32|q9463eab36f75,P28,IT/Data Scientists,32,2,09/04/2026 16:19,what is pm2.5 relations with other terms,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Vague 'relations' asks derived conceptual links among PM2.5 and related air-quality terms.,1,Factual Recall,General concept explanation; one LLM answer with no building data needed.,general-knowledge,LLM (general knowledge),"entities: PM2.5, particulate matter, PM10, AQI, air quality; time range: N/A; thresholds: N/A; units: µg/m³ if mentioned; aggregation: N/A; filters: N/A",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:50
q3e120ea19464,P28|33|q3e120ea19464,P28,IT/Data Scientists,33,2,09/04/2026 16:19,what does high flow rate means,recall,trivial,single-fact,none,clear,1,Factual Recall,Asks for a definition of 'high flow rate'; single concept with clear meaning.,1,Factual Recall,General definition; one LLM answer with no building data needed.,general-knowledge,LLM (general knowledge),"entities: flow rate, high flow rate; time range: N/A; thresholds: context-dependent; units: L/s, m³/h, gpm if mentioned; aggregation: N/A; filters: N/A",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:50
q92979c7d6f30,P28|34|q92979c7d6f30,P28,IT/Data Scientists,34,2,09/04/2026 16:19,what is an energy meter,recall,trivial,single-fact,none,clear,1,Factual Recall,Asks for a basic definition of an energy meter; deterministic factual recall.,1,Factual Recall,General definition; one LLM answer with no building data needed.,general-knowledge,LLM (general knowledge),"entities: energy meter; time range: N/A; thresholds: N/A; units: kWh, kW if mentioned; aggregation: N/A; filters: N/A",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:50
q4ef9dc08d49f,P28|35|q4ef9dc08d49f,P28,IT/Data Scientists,35,2,09/04/2026 16:19,can i us efan in high speed,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks conditional safety/comfort advice about fan speed; wording and context are ambiguous.,1,Factual Recall,General usage advice; one LLM answer with no building data or control loop needed.,general-knowledge,LLM (general knowledge),"entities: fan, high speed; time range: N/A; thresholds: manufacturer rating/safety limits if mentioned; units: N/A; aggregation: N/A; filters: personal-use context",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:50
q68470c0374dd,P28|36|q68470c0374dd,P28,IT/Data Scientists,36,2,09/04/2026 16:18,how to stay7 cold in summer days,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks for practical cooling advice in summer; answer depends on conditions and preferences.,1,Factual Recall,General heat-comfort advice; one LLM answer with no building data needed.,general-knowledge,LLM (general knowledge),"entities: summer cooling, personal comfort; time range: summer days; thresholds: heat stress/comfort ranges if mentioned; units: °C/°F if mentioned; aggregation: N/A; filters: general personal advice",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:37:50
qaa4333b38102,P28|37|qaa4333b38102,P28,IT/Data Scientists,37,2,09/04/2026 16:18,how acid rain happens,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Explains a generic environmental mechanism; derived answer with moderate reasoning.,1,Factual Recall,No building data needed; a single LLM general-knowledge answer suffices.,general-knowledge,LLM (general knowledge),"entities: acid rain, sulfur dioxide, nitrogen oxides; time range: none; thresholds: none; units: none; aggregation: none; filters: general science",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:38:22
q0132b1b606f2,P28|38|q0132b1b606f2,P28,IT/Data Scientists,38,2,09/04/2026 16:18,what does the ozone layer does,recall,trivial,single-fact,none,clear,1,Factual Recall,Asks for the ozone layer's basic function; single clear fact.,1,Factual Recall,No building data needed; a single LLM general-knowledge answer suffices.,general-knowledge,LLM (general knowledge),entities: ozone layer; time range: none; thresholds: none; units: none; aggregation: none; filters: general science,dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:38:22
qa7121e0ad568,P28|39|qa7121e0ad568,P28,IT/Data Scientists,39,2,09/04/2026 16:18,what is aqi,recall,trivial,single-fact,none,clear,1,Factual Recall,Asks for definition of AQI; clear single-fact recall.,1,Factual Recall,No building data needed; a single LLM general-knowledge answer suffices.,general-knowledge,LLM (general knowledge),"entities: AQI, air quality index; time range: none; thresholds: none; units: AQI scale; aggregation: none; filters: general definition",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:38:22
q50decd546e2b,P28|40|q50decd546e2b,P28,IT/Data Scientists,40,2,09/04/2026 16:17,what will happen if carbon monooxyde increases,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Asks health/environment effects from increased CO; derived generic consequence reasoning.,1,Factual Recall,No building data needed; a single LLM general-knowledge answer suffices.,general-knowledge,LLM (general knowledge),"entities: carbon monoxide increase, health effects; time range: none; thresholds: general exposure ranges if explained; units: ppm if relevant; aggregation: none; filters: general safety science",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:38:22
q41a256b78dd0,P28|41|q41a256b78dd0,P28,IT/Data Scientists,41,1,09/04/2026 16:16,how to burn belly fat,synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,Health advice needs a multi-factor plan; synthesised answer with high uncertainty and ambiguity.,1,Factual Recall,No building data needed; a single LLM general-knowledge answer suffices.,general-knowledge,LLM (general knowledge),"entities: belly fat, fat loss, diet, exercise; time range: general long-term guidance; thresholds: none; units: none; aggregation: none; filters: generic adult health advice, not personalised medical care",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:38:22
qa555dd477ebd,P28|42|qa555dd477ebd,P28,IT/Data Scientists,42,1,09/04/2026 16:16,how noise cancelation works,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Explains a physical/signal-processing mechanism; derived answer with moderate technical ambiguity.,1,Factual Recall,No building data needed; one general LLM explanation is sufficient.,general-knowledge,LLM (general knowledge),"entities: noise cancellation, active/passive cancellation; time range: n/a; thresholds: n/a; units: sound waves, dB; aggregation: n/a; filters: general explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:39:23
q73bf662261fc,P28|43|q73bf662261fc,P28,IT/Data Scientists,43,1,09/04/2026 16:16,how currency system works,synthesis,high,synthesised,high,ambiguous,5,Systemic Synthesis,"Broad socio-economic system explanation; synthesises institutions, money, banking and exchange.",1,Factual Recall,No building data needed; one general LLM explanation is sufficient.,general-knowledge,LLM (general knowledge),"entities: currency systems, money, banks, central banks, exchange rates; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: general explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:39:23
qa3914b1102ee,P28|44|qa3914b1102ee,P28,IT/Data Scientists,44,1,09/04/2026 16:15,how chatgpt works,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Conceptual technical explanation of LLM training and inference; derived with some proprietary uncertainty.,1,Factual Recall,No building data needed; one general LLM explanation is sufficient.,general-knowledge,LLM (general knowledge),"entities: ChatGPT, LLMs, transformers, training, inference; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: general technical explanation",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:39:23
q7b0d5b1a7795,P28|45|q7b0d5b1a7795,P28,IT/Data Scientists,45,1,09/04/2026 16:15,how to clean a computer,inference,moderate,derived,moderate,moderate,3,Inferential Reasoning,Safe cleaning steps depend on device type and materials; derived practical guidance.,1,Factual Recall,No building data needed; one general LLM how-to answer is sufficient.,general-knowledge,LLM (general knowledge),"entities: computer cleaning, keyboard, screen, vents, case; time range: n/a; thresholds: n/a; units: n/a; aggregation: n/a; filters: safe maintenance advice",dialogue -> LLM answer -> response,general LLM knowledge,full,openai,gpt-5.5,2026-06-08 20:39:23
