ID,Stakeholder_Role,Question,source_systems,n_systems,Complexity_L,Readiness_R
PHD-016,PhD students,"Two rooms are available for my progress review. Which is better once accessibility, confidentiality, hybrid participation and likely room conditions are considered together?",booking|it_network|sensor_telemetry,3,L4,R2
PHD-017,PhD students,"Our regular supervision slot is often disrupted by nearby noise or crowding. Does the evidence support that pattern, and would another time be more dependable?",booking|sensor_telemetry|timetable,3,L4,R3
PHD-018,PhD students,"An external reviewer is coming to Abacws for my progress meeting. What verified entrance, step-free route and waiting arrangement should I send them?",accessibility|policy_governance,2,L3,R2
PHD-019,PhD students,"I need a two-hour chapter-review meeting using printed drafts and a shared display. Which bookable room has suitable table space, lighting and privacy?",booking|permit_control|sensor_telemetry,3,L3,R2
PHD-020,PhD students,"After my review, I have 90 minutes before teaching. Where can I work quietly and still reach the teaching room with a sensible buffer?",booking|sensor_telemetry,2,L3,R2
PHD-021,PhD students,"I have an authorised environment-sensitive experiment this week. When is the assigned project space likely to have the most stable temperature, humidity, particulate level and background sound?",booking|cleaning_waste|sensor_telemetry|space_inventory|training_competency|weather_external,6,L3,R3
PHD-022,PhD students,"During yesterday's data collection, PM and VOC readings increased. Did the timing align with equipment use, occupancy, an open door, extraction changes, cleaning or outdoor pollution?",cleaning_waste|sensor_telemetry|weather_external,3,L4,R3
PHD-023,PhD students,"Is an authorised specialist-computing space available now with the exact software, hardware and licence entitlement I need?",access_control|booking|sensor_telemetry|training_competency,4,L1,R2
PHD-024,PhD students,I need to analyse data on campus for most of the day. Which permitted workspace has dependable power and network service and is least likely to become crowded or uncomfortable?,booking|it_network|permit_control|sensor_telemetry,4,L3,R2
PHD-025,PhD students,"Could measured room conditions plausibly be contributing to my equipment instability, and what evidence would be required before I treat that as more than a hypothesis?",sensor_telemetry,1,L4,R3
PHD-026,PhD students,"I have approval to place a temporary research sensor at one of two sites. Which site offers more representative exposure, stable power and network, low interference and safe maintenance access?",accessibility|fire_life_safety|it_network|sensor_telemetry,4,L4,R3
PHD-027,PhD students,When can I collect room-level environmental data with minimal disruption from class changeovers and unusual events while still observing normal building use?,booking|sensor_telemetry|timetable,3,L3,R3
PHD-028,PhD students,"Which Abacws sensor streams are methodologically suitable for my thesis analysis, and what placement, calibration, drift, missing-data and selection biases must I account for?",bms_plant|cmms_work|policy_governance|sensor_telemetry|user_reports,5,L4,R3
PHD-029,PhD students,One sensor stream is drifting away from comparable nearby measurements and contains gaps. Is that more consistent with a genuine local difference or a sensor-quality problem?,asset_register|bms_plant|cmms_work|sensor_telemetry|user_reports,5,L4,R3
PHD-030,PhD students,"I need to move approved equipment from the entrance to a project space. Which authorised route and time would minimise stairs, congestion and handling risk?",policy_governance,1,L3,R2
PHD-031,PhD students,"Our research group needs a 90-minute meeting for eight people. Which available room supports discussion, a shared display, step-free access and acceptable room conditions?",accessibility|booking|it_network|permit_control|sensor_telemetry,5,L3,R2
PHD-032,PhD students,"What recurring time and bookable room would give our doctoral reading group the best chance of a quiet, dependable weekly meeting?",booking|it_network|permit_control|sensor_telemetry|timetable,5,L3,R2
PHD-033,PhD students,"I am supporting a teaching lab in an hour. Is the room officially open, are the main teaching systems available, and what do current room measurements show for the scheduled class size?",asset_register|bms_plant|it_network|sensor_telemetry|timetable|user_reports,6,L2,R2
PHD-034,PhD students,"I am holding a short student drop-in session. Which permitted space is easy to find, allows conversation and is unlikely to become overcrowded?",accessibility|permit_control|sensor_telemetry,3,L3,R2
PHD-035,PhD students,"Four of us need a three-hour coding session with power, reliable network access and permission to talk. Where should we work?",it_network|sensor_telemetry|space_inventory,3,L3,R2
PHD-036,PhD students,"A visiting researcher will spend half a day with us. Can you plan an accessible sequence for arrival, a meeting, a seminar and a quiet room for an online call?",accessibility|booking|it_network|permit_control|policy_governance|sensor_telemetry,6,L4,R2
PHD-037,PhD students,"We are planning a poster-and-demonstration event. Where are crowding, overheating or ventilation problems most likely, and which timing or layout changes are supported by evidence?",accessibility|bms_plant|booking|fire_life_safety|permit_control|sensor_telemetry,6,L4,R3
PHD-038,PhD students,I am attending a seminar and want to write for two hours immediately afterwards. Which nearby permitted space is most likely to remain suitable after the audience leaves?,booking|it_network|sensor_telemetry,3,L3,R2
PHD-039,PhD students,"Across this term, which seminar spaces have hosted recurring research events with the fewest crowding, noise, ventilation and service problems?",booking|it_network|sensor_telemetry,3,L4,R3
PHD-040,PhD students,"Our research seminar includes remote speakers. What do the official booking and service feeds and current room sensors confirm, and what still needs a manual test?",access_control|booking|it_network|sensor_telemetry,4,L3,R2
PHD-041,PhD students,Where can I rehearse a 30-minute research talk using a display and standing space without disturbing people in quiet-study areas?,booking|permit_control|sensor_telemetry|space_inventory,4,L3,R2
PHD-042,PhD students,"I want to record a practice presentation on my own device. Which authorised room is likely to be quiet enough and has stable lighting, power and network service?",it_network|policy_governance|sensor_telemetry,3,L3,R3
PHD-043,PhD students,"We need a room for a two-hour mock viva with four people. Which option is confidential, accessible, quiet and suitable for one hybrid participant?",booking|it_network|permit_control|sensor_telemetry,4,L3,R2
PHD-044,PhD students,"I am presenting at an online conference from Abacws. Which room and independent backup plan give me the strongest chance of a reliable, quiet two-hour session?",it_network|sensor_telemetry,2,L3,R2
PHD-045,PhD students,"Where can I print, check and assemble a conference poster today without occupying a teaching room or disrupting quiet study?",access_control|booking|permit_control|sensor_telemetry|space_inventory,5,L2,R2
PHD-046,PhD students,"My conference submission is due tonight. Where should I work for the final two hours if I need reliable power, network access and a credible backup upload route?",it_network|sensor_telemetry,2,L3,R2
PHD-047,PhD students,"My previous presentation room became hot and noisy halfway through. What changed during the session, and how likely is the same pattern next time?",bms_plant|booking|sensor_telemetry|weather_external,4,L4,R3
PHD-048,PhD students,"Which candidate room is the stronger choice for my viva with an external examiner when step-free access, confidentiality, hybrid backup and environmental stability all matter?",it_network|sensor_telemetry,2,L4,R2
